"Scheme","DXCC","Reference","Name","Type","Lat","Long","Locator","Roc Code","Historic County","Nearest Postcode","Roc Master_post","Roc Group_hq",""
"UKBOTA","223","B/G-0842","ROC Post Ninfield","ROC Bunker","50.88950","0.41539","JO00EV","MAI","Sussex","TN33 9LQ","","","🗺️"
"UKBOTA","223","B/G-0843","ROC Post Robertsbridge","ROC Bunker","51.00483","0.48253","JO01FA","MAI","Sussex","TN19 7QD","","","🗺️"
"UKBOTA","223","B/G-0844","ROC Post Cooden","ROC Bunker","50.84199","0.49731","JO00FU","MAI","Sussex","TN40 1TT","","","🗺️"
"UKBOTA","223","B/G-0845","ROC Post Sedlescombe","ROC Bunker","50.93905","0.53425","JO00GW","MAI","Sussex","TN33 0QL","","","🗺️"
"UKBOTA","223","B/G-0846","ROC Post Northiam Master Post","ROC Bunker","50.99878","0.59922","JO00HX","MAI","Sussex","TN31 6GB","true","","🗺️"
"UKBOTA","223","B/G-0847","ROC Post Fairlight","ROC Bunker","50.87042","0.64410","JO00HU","MAI","Sussex","TN35 4AD","","","🗺️"
"UKBOTA","223","B/G-0848","ROC Post Rye Harbour","ROC Bunker","50.94479","0.71124","JO00IW","MAI","Sussex","TN31 6AA","","","🗺️"
"UKBOTA","223","B/G-0849","ROC Post Cuckmere Haven","ROC Bunker","50.76535","0.12110","JO00BS","MAI","Sussex","BN25 4JH","","","🗺️"
"UKBOTA","223","B/G-0850","ROC Post Erdington","ROC Bunker","52.52308","-1.85110","IO92BM","COV","Warwickshire","B23 6GN","","","🗺️"
"UKBOTA","223","B/G-0851","ROC Post Bidford-on-Avon","ROC Bunker","52.16679","-1.83884","IO92BE","OXF","Warwickshire","B50 4LZ","","","🗺️"
"UKBOTA","223","B/G-0852","ROC Post Shirley Master Post","ROC Bunker","52.38782","-1.81188","IO92CJ","COV","Warwickshire","B90 4BH","true","","🗺️"
"UKBOTA","223","B/G-0853","ROC Post Henley-in-Arden","ROC Bunker","52.29255","-1.77446","IO92CH","COV","Warwickshire","B95 5FT","","","🗺️"
"UKBOTA","223","B/G-0854","ROC Post Curdworth","ROC Bunker","52.53641","-1.75670","IO92CM","COV","Warwickshire","B76 9QE","","","🗺️"
"UKBOTA","223","B/G-0855","ROC Post Alderminster","ROC Bunker","52.09647","-1.63356","IO92EC","OXF","Warwickshire","CV36 4NN","","","🗺️"
"UKBOTA","223","B/G-0856","ROC Post Haseley Knob","ROC Bunker","52.33693","-1.62159","IO92EI","COV","Warwickshire","CV35 7AQ","","","🗺️"
"UKBOTA","223","B/G-0857","ROC Post Meriden Master Post","ROC Bunker","52.43940","-1.61645","IO92EK","COV","Warwickshire","CV7 7JJ","true","","🗺️"
"UKBOTA","223","B/G-0858","ROC Post Barford","ROC Bunker","52.23664","-1.58247","IO92FF","COV","Warwickshire","CV35 8DQ","","","🗺️"
"UKBOTA","223","B/G-0859","ROC Post Long Compton","ROC Bunker","51.97641","-1.56990","IO91FX","OXF","Warwickshire","OX7 5QB","","","🗺️"
"UKBOTA","223","B/G-0860","ROC Post Harbury","ROC Bunker","52.23414","-1.47428","IO92GF","COV","Warwickshire","CV33 9NH","","","🗺️"
"UKBOTA","223","B/G-0861","ROC Post Edge Hill Master Post","ROC Bunker","52.11898","-1.45519","IO92GC","OXF","Warwickshire","OX15 6DG","true","","🗺️"
"UKBOTA","223","B/G-0862","ROC Post Bedworth","ROC Bunker","52.46703","-1.44355","IO92GL","COV","Warwickshire","CV2 1NS","","","🗺️"
"UKBOTA","223","B/G-0863","ROC Post Wolston Master Post","ROC Bunker","52.36812","-1.38545","IO92HI","COV","Warwickshire","CV8 3GD","true","","🗺️"
"UKBOTA","223","B/G-0864","ROC Post Napton-on-the-Hill","ROC Bunker","52.24860","-1.32881","IO92IF","COV","Warwickshire","CV47 8PD","","","🗺️"
"UKBOTA","223","B/G-0865","ROC Post Grasmere","ROC Bunker","54.48767","-3.03328","IO84LL","CAR","Westmorland","LA22 9RS","","","🗺️"
"UKBOTA","223","B/G-0866","ROC Post Bampton","ROC Bunker","54.55029","-2.74220","IO84PN","CAR","Westmorland","CA10 2RH","","","🗺️"
"UKBOTA","223","B/G-0867","ROC Post Tebay Master Post","ROC Bunker","54.43601","-2.58796","IO84QK","CAR","Westmorland","CA10 3TL","true","","🗺️"
"UKBOTA","223","B/G-0868","ROC Post Appleby-in-Westmorland","ROC Bunker","54.57434","-2.50503","IO84RN","CAR","Westmorland","CA16 6SB","","","🗺️"
"UKBOTA","223","B/G-0869","ROC Post Kirkby Stephen","ROC Bunker","55.21166","-2.35042","IO85TF","CAR","Northumberland","NE48 1NE","","","🗺️"
"UKBOTA","223","B/G-0870","ROC Post Milnthorpe","ROC Bunker","54.21762","-2.79127","IO84OF","PRE","Westmorland","LA7 7AH","","","🗺️"
"UKBOTA","223","B/G-0871","ROC Post Kendal Master Post","ROC Bunker","54.31812","-2.73171","IO84PH","PRE","Westmorland","LA9 7NR","true","","🗺️"
"UKBOTA","223","B/G-0872","ROC Post Kirkby Lonsdale Master Post","ROC Bunker","54.20322","-2.61087","IO84QE","PRE","Westmorland","LA6 2SR","true","","🗺️"
"UKBOTA","223","B/G-0874","ROC Post Mere","ROC Bunker","51.11449","-2.28310","IO81UC","YEO","Somerset","BA12 6QQ","","","🗺️"
"UKBOTA","223","B/G-0875","ROC Post Bradford-on-Avon","ROC Bunker","51.35050","-2.25411","IO81UI","YEO","Wiltshire","BA15 1RQ","","","🗺️"
"UKBOTA","223","B/G-0876","ROC Post Sutton Veney","ROC Bunker","51.17543","-2.14757","IO81WE","YEO","Wiltshire","BA12 7BU","","","🗺️"
"UKBOTA","223","B/G-0877","ROC Post Chippenham","ROC Bunker","51.44465","-2.14168","IO81WK","WIN","Wiltshire","SN14 0SD","","","🗺️"
"UKBOTA","223","B/G-0878","ROC Post Bratton","ROC Bunker","51.25793","-2.11531","IO81WG","WIN","Wiltshire","BA13 4SH","","","🗺️"
"UKBOTA","223","B/G-0879","ROC Post Tisbury","ROC Bunker","51.05788","-2.08613","IO81WB","YEO","Wiltshire","SP3 6NN","","","🗺️"
"UKBOTA","223","B/G-0880","ROC Post Malmesbury","ROC Bunker","51.56808","-2.06718","IO81XN","OXF","Wiltshire","SN15 5BJ","","","🗺️"
"UKBOTA","223","B/G-0881","ROC Post Kemble","ROC Bunker","51.66664","-2.04882","IO81XP","OXF","Wiltshire","GL7 6AY","","","🗺️"
"UKBOTA","223","B/G-0882","ROC Post Wylye","ROC Bunker","51.13138","-1.99137","IO91AD","WIN","Wiltshire","BA12 0RL","","","🗺️"
"UKBOTA","223","B/G-0883","ROC Post Broadchalke Master Post","ROC Bunker","51.02841","-1.96074","IO91AA","WIN","Wiltshire","SP5 5HS","true","","🗺️"
"UKBOTA","223","B/G-0884","ROC Post Devizes Master Post","ROC Bunker","51.34025","-1.95416","IO91AI","WIN","Wiltshire","SN10 3HX","true","","🗺️"
"UKBOTA","223","B/G-0885","ROC Post Shrewton","ROC Bunker","51.20176","-1.92695","IO91AE","WIN","Wiltshire","SP3 4JP","","","🗺️"
"UKBOTA","223","B/G-0886","ROC Post Cricklade","ROC Bunker","51.62515","-1.89840","IO91BP","OXF","Wiltshire","SN6 6RB","","","🗺️"
"UKBOTA","223","B/G-0887","ROC Post Avebury","ROC Bunker","51.42190","-1.85211","IO91BK","WIN","Wiltshire","SN8 1RD","","","🗺️"
"UKBOTA","223","B/G-0888","ROC Post Swindon","ROC Bunker","51.54964","-1.82862","IO91CN","OXF","Wiltshire","SN5 8HW","","","🗺️"
"UKBOTA","223","B/G-0889","ROC Post Enford","ROC Bunker","51.26223","-1.80518","IO91CG","WIN","Wiltshire","SN9 6AT","","","🗺️"
"UKBOTA","223","B/G-0890","ROC Post Wroughton","ROC Bunker","51.51425","-1.79806","IO91CM","OXF","Wiltshire","SN4 9NU","","","🗺️"
"UKBOTA","223","B/G-0891","ROC Post Amesbury","ROC Bunker","51.14671","-1.77293","IO91CD","WIN","Wiltshire","SP4 7LN","","","🗺️"
"UKBOTA","223","B/G-0892","ROC Post Highworth","ROC Bunker","51.62981","-1.72083","IO91DP","OXF","Wiltshire","SN6 7BS","","","🗺️"
"UKBOTA","223","B/G-0893","ROC Post Alderbury","ROC Bunker","51.02220","-1.70624","IO91DA","WIN","Wiltshire","SP5 3QL","","","🗺️"
"UKBOTA","223","B/G-0894","ROC Post Ogbourne St George","ROC Bunker","51.47895","-1.69180","IO91DL","WIN","Wiltshire","SN8 2NP","","","🗺️"
"UKBOTA","223","B/G-0895","ROC Post Collingbourne Ducis","ROC Bunker","51.28173","-1.67692","IO91DG","WIN","Wiltshire","SN8 3FQ","","","🗺️"
"UKBOTA","223","B/G-0896","ROC Post Great Bedwyn Master Post","ROC Bunker","51.38587","-1.59499","IO91EJ","WIN","Wiltshire","SN8 3TR","true","","🗺️"
"UKBOTA","223","B/G-0897","ROC Post Upper Sapey Master Post","ROC Bunker","52.25989","-2.42718","IO82SG","BRI","Worcestershire","WR6 6EW","true","","🗺️"
"UKBOTA","223","B/G-0898","ROC Post Clows Top","ROC Bunker","52.34300","-2.41727","IO82SI","SHR","Worcestershire","DY14 9HF","","","🗺️"
"UKBOTA","223","B/G-0899","ROC Post Upper Arley","ROC Bunker","52.41760","-2.30579","IO82UK","SHR","Worcestershire","DY12 1RF","","","🗺️"
"UKBOTA","223","B/G-0900","ROC Post Powick","ROC Bunker","52.16546","-2.25332","IO82UD","BRI","Worcestershire","WR2 4RD","","","🗺️"
"UKBOTA","223","B/G-0901","ROC Post Ombersley","ROC Bunker","52.27070","-2.22505","IO82VG","BRI","Worcestershire","WR9 0DR","","","🗺️"
"UKBOTA","223","B/G-0902","ROC Post Upton-on-Severn","ROC Bunker","52.04250","-2.18541","IO82VB","BRI","Worcestershire","GL20 6EU","","","🗺️"
"UKBOTA","223","B/G-0903","ROC Post Crowle","ROC Bunker","52.21080","-2.12216","IO82WF","BRI","Worcestershire","WR7 4AB","","","🗺️"
"UKBOTA","223","B/G-0904","ROC Post Pershore","ROC Bunker","52.11706","-2.08904","IO82WC","BRI","Worcestershire","WR10 2GQ","","","🗺️"
"UKBOTA","223","B/G-0905","ROC Post Bromsgrove","ROC Bunker","52.33826","-2.02926","IO82XI","SHR","Worcestershire","B60 1LH","","","🗺️"
"UKBOTA","223","B/G-0906","ROC Post Frankley","ROC Bunker","51.94977","-1.99792","IO91AW","OXF","Gloucestershire","GL54 5AB","","","🗺️"
"UKBOTA","223","B/G-0907","ROC Post Inkberrow","ROC Bunker","52.21086","-1.98547","IO92AF","OXF","Worcestershire","WR7 4ED","","","🗺️"
"UKBOTA","223","B/G-0908","ROC Post Evesham","ROC Bunker","52.06557","-1.97370","IO92AB","OXF","Gloucestershire","WR11 2QL","","","🗺️"
"UKBOTA","223","B/G-0909","ROC Post Redditch","ROC Bunker","52.31882","-1.95169","IO92AH","COV","Worcestershire","B97 6DG","","","🗺️"
"UKBOTA","223","B/G-0910","ROC Post Broadway Master Post","ROC Bunker","52.02545","-1.83264","IO92CA","OXF","Worcestershire","WR12 7LB","true","","🗺️"
"UKBOTA","223","B/G-0911","ROC Post Cotherstone","ROC Bunker","54.55454","-2.00692","IO84XN","DUR","North Riding","DL12 9DL","","","🗺️"
"UKBOTA","223","B/G-0912","ROC Post Barningham","ROC Bunker","54.49940","-1.88092","IO94BL","DUR","North Riding","DL11 7EB","","","🗺️"
"UKBOTA","223","B/G-0913","ROC Post Richmond Master Post","ROC Bunker","54.41290","-1.73880","IO94DJ","DUR","North Riding","DL10 4US","true","","🗺️"
"UKBOTA","223","B/G-0914","ROC Post Croft-on-Tees","ROC Bunker","54.45772","-1.52519","IO94FK","DUR","North Riding","DL2 2PB","","","🗺️"
"UKBOTA","223","B/G-0915","ROC Post Great Ayton Master Post","ROC Bunker","54.50177","-1.16226","IO94KM","DUR","North Riding","TS7 0NS","true","","🗺️"
"UKBOTA","223","B/G-0916","ROC Post Eston","ROC Bunker","54.55139","-1.13836","IO94KN","DUR","North Riding","TS6 0TS","","","🗺️"
"UKBOTA","223","B/G-0917","ROC Post Redcar","ROC Bunker","54.61834","-1.08925","IO94KO","DUR","North Riding","TS10 5AE","","","🗺️"
"UKBOTA","223","B/G-0918","ROC Post Saltburn","ROC Bunker","54.57478","-0.98998","IO94MN","DUR","North Riding","TS12 1PB","","","🗺️"
"UKBOTA","223","B/G-0919","ROC Post Castleton Master Post","ROC Bunker","54.45833","-0.95135","IO94MK","DUR","North Riding","YO21 2DD","true","","🗺️"
"UKBOTA","223","B/G-0920","ROC Post Loftus","ROC Bunker","54.56830","-0.88650","IO94NN","DUR","North Riding","TS13 4JH","","","🗺️"
"UKBOTA","223","B/G-0921","ROC Post Hinderwell","ROC Bunker","54.54934","-0.77539","IO94ON","DUR","North Riding","TS13 5LQ","","","🗺️"
"UKBOTA","223","B/G-0922","ROC Post Goathland","ROC Bunker","54.40080","-0.70881","IO94PJ","DUR","North Riding","YO22 5NQ","","","🗺️"
"UKBOTA","223","B/G-0923","ROC Post Whitby","ROC Bunker","54.48898","-0.60445","IO94QL","DUR","North Riding","YO22 4JS","","","🗺️"
"UKBOTA","223","B/G-0924","ROC Post Robin Hood's Bay","ROC Bunker","54.44245","-0.54604","IO94RK","DUR","North Riding","YO22 4PQ","","","🗺️"
"UKBOTA","223","B/G-0925","ROC Post Dunsop Bridge","ROC Bunker","53.94184","-2.51823","IO83RW","PRE","West Riding","BB7 3AY","","","🗺️"
"UKBOTA","223","B/G-0926","ROC Post Bentham","ROC Bunker","54.11834","-2.47866","IO84SC","PRE","West Riding","LA2 7AL","","","🗺️"
"UKBOTA","223","B/G-0927","ROC Post Dent","ROC Bunker","54.28430","-2.36262","IO84TG","PRE","West Riding","LA10 5RF","","","🗺️"
"UKBOTA","223","B/G-0928","ROC Post Bolton-by-Bowland","ROC Bunker","53.94670","-2.34201","IO83TW","PRE","West Riding","BB7 4PA","","","🗺️"
"UKBOTA","223","B/G-0929","ROC Post Horton-in-Ribblesdale","ROC Bunker","54.14617","-2.29190","IO84UD","YOR","West Riding","BD24 0EX","","","🗺️"
"UKBOTA","223","B/G-0930","ROC Post Settle","ROC Bunker","54.06215","-2.28581","IO84UB","YOR","West Riding","BD24 9BT","","","🗺️"
"UKBOTA","223","B/G-0931","ROC Post Hawes","ROC Bunker","54.30300","-2.20358","IO84VH","DUR","North Riding","DL8 3RE","","","🗺️"
"UKBOTA","223","B/G-0932","ROC Post Todmorden","ROC Bunker","53.74284","-2.10428","IO83WR","PRE","West Riding","OL14 8SA","","","🗺️"
"UKBOTA","223","B/G-0933","ROC Post Buckden","ROC Bunker","54.19978","-2.09899","IO84WE","YOR","West Riding","BD23 5JD","","","🗺️"
"UKBOTA","223","B/G-0934","ROC Post Gargrave","ROC Bunker","53.97213","-2.09753","IO83WX","YOR","West Riding","BD23 3QY","","","🗺️"
"UKBOTA","223","B/G-0935","ROC Post Cowling","ROC Bunker","53.88220","-2.02293","IO83XV","YOR","West Riding","BD22 0JU","","","🗺️"
"UKBOTA","223","B/G-0936","ROC Post Grassington","ROC Bunker","54.06897","-2.01066","IO84XB","YOR","West Riding","BD23 5HR","","","🗺️"
"UKBOTA","223","B/G-0937","ROC Post Aysgarth","ROC Bunker","54.28691","-1.99213","IO94AG","DUR","North Riding","DL8 3ST","","","🗺️"
"UKBOTA","223","B/G-0938","ROC Post Keighley","ROC Bunker","53.87752","-1.94581","IO93AV","YOR","West Riding","BD20 6QJ","","","🗺️"
"UKBOTA","223","B/G-0939","ROC Post Reeth","ROC Bunker","54.38188","-1.92622","IO94AJ","DUR","North Riding","DL11 6HJ","","","🗺️"
"UKBOTA","223","B/G-0940","ROC Post Sowerby Bridge","ROC Bunker","53.68606","-1.91638","IO93BQ","YOR","West Riding","HX6 3SD","","","🗺️"
"UKBOTA","223","B/G-0941","ROC Post Bewerley","ROC Bunker","53.96612","-1.91049","IO93BX","YOR","West Riding","LS29 0RH","","","🗺️"
"UKBOTA","223","B/G-0942","ROC Post Middlesmoor","ROC Bunker","54.17378","-1.87052","IO94BE","YOR","West Riding","HG3 5SU","","","🗺️"
"UKBOTA","223","B/G-0943","ROC Post Thornton","ROC Bunker","53.79611","-1.86288","IO93BT","YOR","West Riding","BD13 3QL","","","🗺️"
"UKBOTA","223","B/G-0944","ROC Post Crossland Moor","ROC Bunker","53.62118","-1.84122","IO93BO","YOR","West Riding","HD7 5TP","","","🗺️"
"UKBOTA","223","B/G-0945","ROC Post Leyburn","ROC Bunker","54.31850","-1.81795","IO94CH","DUR","North Riding","DL8 5JJ","","","🗺️"
"UKBOTA","223","B/G-0946","ROC Post Greenhow Hill","ROC Bunker","54.06999","-1.81201","IO94CB","YOR","West Riding","HG3 5JJ","","","🗺️"
"UKBOTA","223","B/G-0947","ROC Post Holmfirth Master Post","ROC Bunker","53.53503","-1.76520","IO93CM","YOR","West Riding","HD9 2TE","true","","🗺️"
"UKBOTA","223","B/G-0948","ROC Post Guiseley Master Post","ROC Bunker","53.89395","-1.69624","IO93DV","YOR","West Riding","LS21 3DG","true","","🗺️"
"UKBOTA","223","B/G-0949","ROC Post Heckmondwike","ROC Bunker","53.72295","-1.67777","IO93DR","YOR","West Riding","BD19 4HG","","","🗺️"
"UKBOTA","223","B/G-0950","ROC Post Darley","ROC Bunker","54.02393","-1.66889","IO94DA","YOR","West Riding","HG3 2LL","","","🗺️"
"UKBOTA","223","B/G-0951","ROC Post Bramley","ROC Bunker","53.81147","-1.64156","IO93ET","YOR","West Riding","LS13 3ER","","","🗺️"
"UKBOTA","223","B/G-0952","ROC Post Sawley","ROC Bunker","54.10644","-1.63826","IO94EC","YOR","West Riding","HG4 3EY","","","🗺️"
"UKBOTA","223","B/G-0953","ROC Post North Stainley Master Post","ROC Bunker","54.18231","-1.58734","IO94EE","YOR","West Riding","HG4 3JQ","true","","🗺️"
"UKBOTA","223","B/G-0954","ROC Post Bedale","ROC Bunker","54.29357","-1.58500","IO94EH","YOR","North Riding","DL8 1BG","","","🗺️"
"UKBOTA","223","B/G-0955","ROC Post Darton","ROC Bunker","53.60459","-1.51954","IO93FO","YOR","West Riding","S75 5BU","","","🗺️"
"UKBOTA","223","B/G-0956","ROC Post Harewood","ROC Bunker","53.90239","-1.50335","IO93FV","YOR","West Riding","LS17 9BZ","","","🗺️"
"UKBOTA","223","B/G-0957","ROC Post Knaresborough","ROC Bunker","54.02934","-1.45039","IO94GA","YOR","West Riding","HG5 0QQ","","","🗺️"
"UKBOTA","223","B/G-0958","ROC Post Kirby Hill","ROC Bunker","54.12091","-1.43021","IO94GC","YOR","West Riding","YO51 9DP","","","🗺️"
"UKBOTA","223","B/G-0959","ROC Post Northallerton Master Post","ROC Bunker","54.31495","-1.41124","IO94HH","YOR","North Riding","DL6 3SB","true","","🗺️"
"UKBOTA","223","B/G-0960","ROC Post Barwick-in-Elmet Master Post","ROC Bunker","53.82405","-1.41221","IO93HT","YOR","West Riding","LS15 4DF","true","","🗺️"
"UKBOTA","223","B/G-0961","ROC Post Topcliffe","ROC Bunker","54.17453","-1.36743","IO94HE","YOR","North Riding","YO7 3JL","","","🗺️"
"UKBOTA","223","B/G-0962","ROC Post Thirsk","ROC Bunker","54.21743","-1.35604","IO94HF","YOR","North Riding","YO7 3FF","","","🗺️"
"UKBOTA","223","B/G-0963","ROC Post Boston Spa","ROC Bunker","53.87740","-1.32005","IO93IV","YOR","West Riding","LS24 9NU","","","🗺️"
"UKBOTA","223","B/G-0964","ROC Post Tockwith","ROC Bunker","53.96418","-1.31269","IO93IX","YOR","West Riding","YO26 7RD","","","🗺️"
"UKBOTA","223","B/G-0965","ROC Post Goldthorpe","ROC Bunker","53.53404","-1.31892","IO93IM","COV","West Riding","S63 9LA","","","🗺️"
"UKBOTA","223","B/G-0966","ROC Post Upsall","ROC Bunker","54.27907","-1.30501","IO94IG","YOR","North Riding","YO7 2QN","","","🗺️"
"UKBOTA","223","B/G-0967","ROC Post Osmotherley","ROC Bunker","54.37278","-1.30112","IO94II","DUR","North Riding","DL6 3AW","","","🗺️"
"UKBOTA","223","B/G-0968","ROC Post Upton","ROC Bunker","53.62720","-1.30941","IO93IP","YOR","West Riding","WF9 1BE","","","🗺️"
"UKBOTA","223","B/G-0969","ROC Post Barkston Ash","ROC Bunker","53.81981","-1.26326","IO93IT","YOR","West Riding","LS24 9PS","","","🗺️"
"UKBOTA","223","B/G-0970","ROC Post Tollerton","ROC Bunker","54.06423","-1.21203","IO94JB","YOR","North Riding","YO61 1QY","","","🗺️"
"UKBOTA","223","B/G-0971","ROC Post Chop Gate","ROC Bunker","54.39154","-1.14279","IO94KJ","DUR","North Riding","TS9 7JY","","","🗺️"
"UKBOTA","223","B/G-0972","ROC Post Whitley Bridge","ROC Bunker","53.71034","-1.15457","IO93KR","YOR","West Riding","DN14 0SA","","","🗺️"
"UKBOTA","223","B/G-0973","ROC Post Brandsby","ROC Bunker","54.14110","-1.12455","IO94KD","YOR","North Riding","YO61 4TT","","","🗺️"
"UKBOTA","223","B/G-0974","ROC Post Askern","ROC Bunker","53.62346","-1.13469","IO93KO","LIN","West Riding","DN6 0DF","","","🗺️"
"UKBOTA","223","B/G-0975","ROC Post Helmsley","ROC Bunker","54.22430","-1.12079","IO94KF","YOR","North Riding","YO62 5EL","","","🗺️"
"UKBOTA","223","B/G-0976","ROC Post Cawood","ROC Bunker","53.84347","-1.11922","IO93KU","YOR","East Riding","YO19 6RH","","","🗺️"
"UKBOTA","223","B/G-0977","ROC Post Fulford Site 1","ROC Bunker","53.92552","-1.07043","IO93LW","YOR","East Riding","YO19 4RF","","","🗺️"
"UKBOTA","223","B/G-0978","ROC Post Fulford Site 2","ROC Bunker","53.94064","-1.06035","IO93LW","YOR","East Riding","YO10 5ND","","","🗺️"
"UKBOTA","223","B/G-0979","ROC Post Strensall","ROC Bunker","54.03287","-1.02911","IO94LA","YOR","North Riding","YO32 5UL","","","🗺️"
"UKBOTA","223","B/G-0980","ROC Post Camblesforth Master Post","ROC Bunker","53.73060","-1.01789","IO93LR","YOR","West Riding","YO8 8HA","true","","🗺️"
"UKBOTA","223","B/G-0981","ROC Post Hovingham","ROC Bunker","54.16549","-0.98036","IO94MD","YOR","North Riding","YO62 4LB","","","🗺️"
"UKBOTA","223","B/G-0982","ROC Post Kirby Moorside","ROC Bunker","54.31042","-0.97525","IO94MH","YOR","North Riding","YO62 7AB","","","🗺️"
"UKBOTA","223","B/G-0983","ROC Post Thorne","ROC Bunker","53.63162","-0.97316","IO93MP","LIN","West Riding","DN8 4JS","","","🗺️"
"UKBOTA","223","B/G-0984","ROC Post Stamford Bridge","ROC Bunker","53.99670","-0.94956","IO93MX","YOR","North Riding","YO41 1NN","","","🗺️"
"UKBOTA","223","B/G-0985","ROC Post Lindholme","ROC Bunker","53.56021","-0.95889","IO93MN","LIN","West Riding","DN7 6DU","","","🗺️"
"UKBOTA","223","B/G-0986","ROC Post Bubwith","ROC Bunker","53.82061","-0.91796","IO93MT","YOR","East Riding","YO8 6NF","","","🗺️"
"UKBOTA","223","B/G-0987","ROC Post Rosedale","ROC Bunker","54.34186","-0.89248","IO94NI","YOR","North Riding","YO18 8SE","","","🗺️"
"UKBOTA","223","B/G-0988","ROC Post Howden","ROC Bunker","53.74018","-0.83376","IO93NR","YOR","East Riding","DN14 7TJ","","","🗺️"
"UKBOTA","223","B/G-0989","ROC Post Malton","ROC Bunker","54.14014","-0.80418","IO94OD","YOR","North Riding","YO17 7FN","","","🗺️"
"UKBOTA","223","B/G-0990","ROC Post Pickering","ROC Bunker","54.24951","-0.78460","IO94OF","YOR","North Riding","YO18 8AP","","","🗺️"
"UKBOTA","223","B/G-0991","ROC Post Holme-on-Spalding-Moor Master Post","ROC Bunker","53.83788","-0.75217","IO93OU","YOR","East Riding","YO43 4BR","true","","🗺️"
"UKBOTA","223","B/G-0992","ROC Post Gilberdyke","ROC Bunker","53.73761","-0.73074","IO93PR","YOR","East Riding","HU15 2TB","","","🗺️"
"UKBOTA","223","B/G-0993","ROC Post Pocklington Master Post","ROC Bunker","53.94646","-0.71816","IO93PW","YOR","East Riding","YO42 1XG","true","","🗺️"
"UKBOTA","223","B/G-0994","ROC Post Lockton","ROC Bunker","54.29185","-0.70745","IO94PH","YOR","North Riding","YO18 7NH","","","🗺️"
"UKBOTA","223","B/G-0995","ROC Post Birdsall Master Post","ROC Bunker","54.09494","-0.68453","IO94PC","YOR","East Riding","YO17 8AT","true","","🗺️"
"UKBOTA","223","B/G-0996","ROC Post Market Weighton","ROC Bunker","53.86281","-0.61640","IO93QU","YOR","East Riding","YO43 4ND","","","🗺️"
"UKBOTA","223","B/G-0997","ROC Post Wetwang","ROC Bunker","54.01779","-0.58669","IO94QA","YOR","East Riding","YO25 9JT","","","🗺️"
"UKBOTA","223","B/G-0998","ROC Post Middleton on the Wolds","ROC Bunker","53.94161","-0.56763","IO93RW","YOR","East Riding","YO25 9LJ","","","🗺️"
"UKBOTA","223","B/G-0999","ROC Post Elloughton","ROC Bunker","53.73987","-0.55676","IO93RR","YOR","East Riding","HU15 1QA","","","🗺️"
"UKBOTA","223","B/G-1000","ROC Post Wykeham","ROC Bunker","54.24616","-0.52502","IO94RF","YOR","North Riding","YO13 9LT","","","🗺️"
"UKBOTA","223","B/G-1001","ROC Post Sherburn","ROC Bunker","54.17867","-0.52574","IO94RE","YOR","East Riding","YO17 8PQ","","","🗺️"
"UKBOTA","223","B/G-1002","ROC Post Stocksbridge Master Post","ROC Bunker","53.46986","-1.62124","IO93EL","COV","West Riding","S36 4AE","true","","🗺️"
"UKBOTA","223","B/G-1003","ROC Post Beauchief","ROC Bunker","53.32726","-1.51185","IO93FH","COV","Derbyshire","S17 4QE","","","🗺️"
"UKBOTA","223","B/G-1004","ROC Post Ecclesfield-Hoyland","ROC Bunker","53.47647","-1.43043","IO93GL","COV","West Riding","S62 7TZ","","","🗺️"
"UKBOTA","223","B/G-1005","ROC Post Wickersley","ROC Bunker","53.41811","-1.29218","IO93IK","COV","West Riding","S66 1AL","","","🗺️"
"UKBOTA","223","B/G-1006","ROC Post Rossington","ROC Bunker","53.46558","-1.05882","IO93LL","LIN","West Riding","DN11 0DD","","","🗺️"
"UKBOTA","223","B/G-1007","ROC Post Langtoft","ROC Bunker","54.08372","-0.46582","IO94SC","YOR","East Riding","YO25 3BX","","","🗺️"
"UKBOTA","223","B/G-1008","ROC Post Cloughton","ROC Bunker","54.34148","-0.44931","IO94SI","YOR","North Riding","YO13 0AS","","","🗺️"
"UKBOTA","223","B/G-1009","ROC Post Beverley","ROC Bunker","53.83333","-0.46799","IO93ST","YOR","East Riding","HU17 8EF","","","🗺️"
"UKBOTA","223","B/G-1010","ROC Post Driffield","ROC Bunker","54.01565","-0.43551","IO94SA","YOR","East Riding","YO25 5GD","","","🗺️"
"UKBOTA","223","B/G-1011","ROC Post Deepdale","ROC Bunker","54.25671","-0.39385","IO94TG","YOR","North Riding","YO11 2BD","","","🗺️"
"UKBOTA","223","B/G-1012","ROC Post Scarborough","ROC Bunker","54.28873","-0.38877","IO94TG","YOR","North Riding","YO11 1JA","","","🗺️"
"UKBOTA","223","B/G-1013","ROC Post Hunmanby","ROC Bunker","54.19372","-0.36840","IO94TE","YOR","East Riding","YO11 3UQ","","","🗺️"
"UKBOTA","223","B/G-1014","ROC Post Burton Agnes","ROC Bunker","54.07453","-0.32860","IO94UB","YOR","East Riding","YO25 4SB","","","🗺️"
"UKBOTA","223","B/G-1015","ROC Post Brandesburton","ROC Bunker","53.91591","-0.28652","IO93UV","YOR","East Riding","YO25 8RA","","","🗺️"
"UKBOTA","223","B/G-1016","ROC Post Skirlaugh","ROC Bunker","53.84455","-0.27484","IO93UU","YOR","East Riding","HU11 5HL","","","🗺️"
