"Scheme","DXCC","Reference","Name","Type","Lat","Long","Locator","Roc Code","Historic County","Nearest Postcode","Roc Master_post","Roc Group_hq",""
"UKBOTA","223","B/G-2291","Roa Island,Coastal Battery Command Bunker","WW2 Coastal Defence Bunker","54.07375","-3.17525","IO84JB","","Lancashire","LA13 0QQ","","","🗺️"
"UKBOTA","223","B/G-2292","RAF Full Sutton, Thor Missile Bunker (Cold War)","Cold War Bunker","53.97517","-0.86257","IO93NX","","East Riding","YO41 1RP","","","🗺️"
"UKBOTA","223","B/G-2293","RAF Lissett, WW2 Bomb Store Bunker","WW2 Coastal Defence Bunker","54.00353","-0.28277","IO94UA","","East Riding","YO25 8PX","","","🗺️"
"UKBOTA","223","B/G-2294","RAF Ibsley HF-DF Station","WW2 Ground Defence","50.89269","-1.75155","IO90CV","","Hampshire","SP6 2PT","","","🗺️"
"UKBOTA","223","B/G-2295","Belle View Bunker (Ferndown Auxiliary Unit)","WW2 Auxilliary site","50.78769","-1.89582","IO90BS","","Dorset","BH22 8SF","","","🗺️"
"UKBOTA","223","B/G-2296","RAF Langar, WW2 Bomb store","WW2 Bomb store & Bunkers","52.89312","-0.89201","IO92NV","","Nottinghamshire","NG13 9JN","","","🗺️"
"UKBOTA","223","B/G-2297","RAF East Kirkby Bomb Stores","WW2 Bomb store & Bunkers","53.14126","0.01476","JO03AD","","Lincolnshire","PE23 4BH","","","🗺️"
"UKBOTA","223","B/G-2298","RAF Watton UNITER Bunker","Cold War Bunker","52.56614","0.85246","JO02KN","","Norfolk","IP25 6UQ","","","🗺️"
"UKBOTA","223","B/G-2299","RAF Dunkeswell UNITER Bunker","Cold War Bunker","50.86933","-3.23090","IO80JU","","Devon","EX14 4AH","","","🗺️"
"UKBOTA","223","B/G-2300","RAF Daws Hill UNITER Bunker","Cold War Bunker","51.62109","-0.74798","IO91PO","","Buckinghamshire","HP11 1QS","","","🗺️"
"UKBOTA","223","B/G-2301","Workington Coastal Artillery Battery","WW2 Coastal Defence Bunker","54.65322","-3.56695","IO84FP","","Cumberland","CA14 1BN","","","🗺️"
"UKBOTA","223","B/G-2302","RAF Bardney Blast Shelter","WW2 Blast Shelter","53.21939","-0.28303","IO93UF","","Lincolnshire","LN3 5TP","","","🗺️"
"UKBOTA","223","B/G-2303","Witham Stop Line Defensive Cluster","WW2 Ground Defence","52.97064","-0.02471","IO92XX","","Lincolnshire","PE21 8AA","","","🗺️"
"UKBOTA","223","B/G-2304","RAF Sturgate Bomb Stores","WW2 Bomb store & Bunkers","53.39986","-0.65935","IO93QJ","","Lincolnshire","DN21 5TP","","","🗺️"
"UKBOTA","223","B/G-2305","Hi Risby WW2 Heavy anti aircraft battery","Battery Command Post","53.62330","-0.62016","IO93QO","","Lincolnshire","DN15 0BH","","","🗺️"
"UKBOTA","223","B/G-2306","Wootton Basset Pillbox Type FW3/28A","WW2 Ground Defence","51.55700","-1.90969","IO91BN","","Wiltshire","SN4 8DS","","","🗺️"
"UKBOTA","223","B/G-2307","RAF Woodhall Spa Bomb Stores","WW2 Bomb store & Bunkers","53.14176","-0.18616","IO93VD","","Lincolnshire","LN10 6YY","","","🗺️"
"UKBOTA","223","B/G-2308","RAF Wyton Bomb Stores","WW2 Bomb store & Bunkers","52.35959","-0.12906","IO92WI","","Huntingdonshire","PE28 2DT","","","🗺️"
"UKBOTA","223","B/G-2309","Wroughton Pillbox Cluster","WW2 Ground Defence","51.50880","-1.77534","IO91CM","","Wiltshire","SN4 0QJ","","","🗺️"
"UKBOTA","223","B/G-2310","Kidlington Pillbox","WW2 Ground Defence","51.81615","-1.25721","IO91IT","","Oxfordshire","OX5 2PU","","","🗺️"
"UKBOTA","223","B/G-2311","RAF Stanton Harcourt Blast Shelter Cluster","WW2 Blast Shelter","51.74502","-1.40014","IO91HR","","Oxfordshire","OX29 5BH","","","🗺️"
"UKBOTA","223","B/G-2312","Aston bombing decoy bunker","WW2 Ground Defence","51.70836","-1.50186","IO91FR","","Oxfordshire","OX18 2EH","","","🗺️"
"UKBOTA","223","B/G-2313","RAF Down Ampney Blast Shelter","WW2 Ground Defence","51.66699","-1.85783","IO91BQ","","Gloucestershire","GL7 5BD","","","🗺️"
"UKBOTA","223","B/G-2314","RAF Lyneham Blast/Air-Raid Shelter cluster","WW2 Ground Defence","51.51107","-1.98075","IO91AM","","Wiltshire","SN15 4XX","","","🗺️"
"UKBOTA","223","B/G-2315","Blunsdon Heavy Anti Aircraft Battery","Battery Command Post","51.61572","-1.76888","IO91CO","","Wiltshire","SN26 7ES","","","🗺️"
"UKBOTA","223","B/G-2316","Wanborough Heavy Anti Aircraft Gun Battery","Battery Command Post","51.55685","-1.70377","IO91DN","","Wiltshire","SN4 0AA","","","🗺️"
"UKBOTA","223","B/G-2317","Kirby Lonsdale type 24 pillbox","WW2 Ground Defence","54.11829","-2.35192","IO84TC","","West Riding","LA2 8BS","","","🗺️"
"UKBOTA","223","B/G-2318","Kirkbide airfield pill box","WW2 Ground Defence","54.88944","-3.20639","IO84JV","","Cumberland","CA7 5JR","","","🗺️"
"UKBOTA","223","B/G-2319","Silloth airfield defense pillbox","WW2 Ground Defence","54.86889","-3.37222","IO84HU","","Cumberland","CA7 4PA","","","🗺️"
"UKBOTA","223","B/G-2320","Kimmeridge Beach Pillbox","WW2 Coastal Defence Bunker","50.61166","-2.13136","IO80WO","","Dorset","BH20 5PF","","","🗺️"
"UKBOTA","223","B/G-2321","RAF Ludford Magna Thor Launch Control Bunker","Cold War Bunker","53.37278","-0.19582","IO93VI","","Lincolnshire","LN8 6AY","","","🗺️"
"UKBOTA","223","B/G-2322","RAF Coningsby Cold War Bomb Stores","Cold War Bomb store & Bunkers","53.10273","-0.14769","IO93WC","","Lincolnshire","LN4 4RT","","","🗺️"
"UKBOTA","223","B/G-2323","RAF Watton Bomb Stores","WW2 Bomb store & Bunkers","52.56699","0.87436","JO02KN","","Norfolk","IP25 6TH","","","🗺️"
"UKBOTA","223","B/G-2324","RAF Winthorpe Bomb Stores","Bomb Stores","53.10429","-0.75960","IO93OC","","Nottinghamshire","NG24 2RB","","","🗺️"
"UKBOTA","223","B/G-2325","RAF Debach Bomb Store","Bomb Store","52.13302","1.27818","JO02PD","","Suffolk","IP13 6BT","","","🗺️"
"UKBOTA","223","B/G-2326","RAF Waltham WW2 Bomb Stores","Bomb Stores","53.49440","-0.07800","IO93XL","","Lincolnshire","DN37 0AF","","","🗺️"
"UKBOTA","223","B/G-2327","RAF Fiskerton WW2 Bomb Stores","Bomb Stores","53.24781","-0.43703","IO93SF","","Lincolnshire","LN3 4FU","","","🗺️"
"UKBOTA","223","B/G-2328","RAF Hemswell WW2 Bomb Store","Bomb Stores","53.40495","-0.56718","IO93RJ","","Lincolnshire","DN21 5TH","","","🗺️"
"UKBOTA","223","B/G-2329","Norton Disney FFF#3","Chemical Filling Station","53.17291","-0.71325","IO93PE","","Lincolnshire","LN6 9JA","","","🗺️"
"UKBOTA","223","B/G-2330","South Witham Ammunition Park","Bomb Stores","52.75685","-0.58699","IO92QS","","Lincolnshire","LE15 7RL","","","🗺️"
"UKBOTA","223","B/G-2331","RAF Folkingham Thor Missile Control Bunker","Cold War Bunker","52.86029","-0.44010","IO92SU","","Lincolnshire","NG34 0HE","","","🗺️"
"UKBOTA","223","B/G-2332","RAF Fulbeck WW2 Bomb Stores","Bomb Stores","53.04086","-0.66849","IO93PA","","Lincolnshire","NG32 2AY","","","🗺️"
"UKBOTA","223","B/G-2333","RAF Kirton Lindsey WW2 Ammunition Stores","Bomb Stores","53.46890","-0.58332","IO93RL","","Lincolnshire","DN21 4HX","","","🗺️"
"UKBOTA","223","B/G-2334","RAF Kirton Lindsey Mike Sector Ops Room","WW2 Command Post","53.46880","-0.57974","IO93RL","","Lincolnshire","DN21 4PT","","","🗺️"
"UKBOTA","223","B/G-2335","RAF Coningsby WW2 Bomb Stores","Bomb Stores","53.08730","-0.17458","IO93VC","","Lincolnshire","LN4 4XY","","","🗺️"
"UKBOTA","223","B/G-2336","RAF Tuddenham Missile Site","Thor Missle Site","52.31493","0.58893","JO02HH","","Suffolk","IP28 6PH","","","🗺️"
"UKBOTA","223","B/G-2337","RAF Woodhall Spa Dispersed Site Defensive Cluster","WW2 Airfield Defences","53.11462","-0.18349","IO93VC","","Lincolnshire","LN4 4PF","","","🗺️"
"UKBOTA","223","B/G-2338","Midsomer Norton Type 24 Pillbox","Type 24 Pillbox","51.28049","-2.48332","IO81SG","","Somerset","BA3 2EY","","","🗺️"
"UKBOTA","223","B/G-2339","RAF Welford Bomb Store","Bomb Store","51.46817","-1.40343","IO91HL","","Berkshire","RG20 8HX","","","🗺️"
"UKBOTA","223","B/G-2340","RAF Honington Bomb Store","WW2 / Cold War Bomb Store","52.34908","0.76131","JO02JI","","Suffolk","IP24 2PR","","","🗺️"
"UKBOTA","223","B/G-2341","RAF Eye Bomb Store","Bomb Store","52.32769","1.13068","JO02NH","","Suffolk","IP23 7FF","","","🗺️"
"UKBOTA","223","B/G-2342","RAF Horham Bomb Store","Bomb Store","52.31060","1.24585","JO02OH","","Suffolk","IP21 5DZ","","","🗺️"
"UKBOTA","223","B/G-2343","Stadbrook Aux Patrol Hide","Aux Patrol","52.32081","1.25288","JO02PH","","Suffolk","IP21 5JL","","","🗺️"
"UKBOTA","223","B/G-2344","Wangford Ax Patrol Base","Aux Patrol","52.35943","1.60416","JO02TI","","Suffolk","NR34 8BE","","","🗺️"
"UKBOTA","223","B/G-2345","RAF Molesworth bunker","GLCM Bunkers","52.38249","-0.42785","IO92SJ","","Huntingdonshire","PE28 0QA","","","🗺️"
"UKBOTA","223","B/G-2346","RAF Scampton 1939 Bomb Stores","Bomb Stores","53.30782","-0.54449","IO93RH","","Lincolnshire","LN1 2ST","","","🗺️"
"UKBOTA","223","B/G-2347","Walcott Section Post","Section Post","52.84830","1.48575","JO02RU","","Norfolk","NR12 0HL","","","🗺️"
"UKBOTA","223","B/G-2348","Mundesley Coastal Battery","Coastal Battery","52.88150","1.43086","JO02RV","","Norfolk","NR11 8DQ","","","🗺️"
"UKBOTA","223","B/G-2349","Salthouse Bombing Decoy","Bombing Decoy Bunker","52.92329","1.15013","JO02NW","","Norfolk","NR25 6QL","","","🗺️"
"UKBOTA","223","B/G-2350","RAF Newton Bomb Store","Bomb Store","52.96796","-0.99995","IO92MX","","Nottinghamshire","NG13 8HT","","","🗺️"
"UKBOTA","223","B/G-2351","Purdown H.A.A Battery","Anti Aircraft Battery","51.48586","-2.56131","IO81RL","","Gloucestershire","BS7 9TQ","","","🗺️"
"UKBOTA","223","B/G-2352","Rode Type 24 Pillbox","FW3/24 Pillbox","51.28034","-2.29592","IO81UG","","Somerset","BA11 6SG","","","🗺️"
"UKBOTA","223","B/G-2353","Shalford Thames Water Control Centre","Water Board Cold War Control Centre","51.22197","-0.57222","IO91RF","","Surrey","GU4 8BW","","","🗺️"
"UKBOTA","223","B/G-2354","Louth Air Raid Shelter","Air Raid Shelter","53.34208","0.00732","JO03AI","","Lincolnshire","LN11 9SY","","","🗺️"
"UKBOTA","223","B/G-2355","RAF Greenham Common","GLCM Bunkers","51.37853","-1.30185","IO91IJ","","Berkshire","RG14 7HQ","","","🗺️"
"UKBOTA","223","B/G-2356","RAF Blakehill Farm #1","Bomb Store","51.62111","-1.89848","IO91BO","","Wiltshire","SN6 6RH","","","🗺️"
"UKBOTA","223","B/G-2357","RAF Blakehill Farm #2","Cold War GCHQ Bunker","51.62224","-1.88908","IO91BO","","Wiltshire","SN6 6HQ","","","🗺️"
"UKBOTA","223","B/G-2358","RAF Oulton Bomb Store","Bomb Store","52.80965","1.18607","JO02OT","","Norfolk","NR11 6NS","","","🗺️"
"UKBOTA","223","B/G-2359","RAF West Raynham Bomb Store","Bomb Store","52.78031","0.74964","JO02IS","","Norfolk","PE32 2TQ","","","🗺️"
"UKBOTA","223","B/G-2360","RAF Sculthorpe Bomb Store","Bomb Store","52.86121","0.78226","JO02JU","","Norfolk","NR21 9NX","","","🗺️"
"UKBOTA","223","B/G-2361","Binstead IOW battery","HAA Battery","50.72024","-1.18966","IO90JR","","Hampshire","PO33 3SR","","","🗺️"
"UKBOTA","223","B/G-2362","RAF Braceby Decoy Airfield","WW2 Decoy Airfield","52.91066","-0.49554","IO92SV","","Lincolnshire","NG34 0TA","","","🗺️"
"UKBOTA","223","B/G-2363","Chedburgh Battle Head Quarters","Battle HQ","52.18393","0.61139","JO02HE","","Suffolk","IP29 4BP","","","🗺️"
"UKBOTA","223","B/G-2364","GCI Greyfriars radar","Fighter direction radar","52.26740","1.62873","JO02TG","","Suffolk","IP17 3DG","","","🗺️"
"UKBOTA","223","B/G-2365","RAF Metfield Bomb Store","Bomb Dump","52.36362","1.41270","JO02QI","","Suffolk","IP19 0LD","","","🗺️"
"UKBOTA","223","B/G-2366","Fowlers Hill field gun bunker","Field Gun Emplacement","53.92114","-2.78589","IO83OW","","Lancashire","PR3 0JP","","","🗺️"
"UKBOTA","223","B/G-2367","Hemsby HF/DF Site","Direction finding Radar","52.68753","1.68399","JO02UQ","","Norfolk","NR29 4NF","","","🗺️"
"UKBOTA","223","B/G-2368","Catlow WW2 Pillbox","WW2 Pillbox","53.82601","-2.17918","IO83VT","","Lancashire","BB10 3RL","","","🗺️"
"UKBOTA","223","B/G-2369","Cockerham Sands Range Observation Post","Bombing Range Observation Post","53.97077","-2.87159","IO83NX","","Lancashire","LA2 0AZ","","","🗺️"
"UKBOTA","223","B/G-2370","Gravesend Airfield","Air Raid Shelter","51.39833","0.40474","JO01EJ","","Kent","DA12 3BH","","","🗺️"
"UKBOTA","223","B/G-2371","RN Chatham Bunker","RN Comd Bunker","51.39576","0.52824","JO01GJ","","Kent","ME4 4UY","","","🗺️"
"UKBOTA","223","B/G-2372","Boulsworth End Pillbox","WW2 Pillbox","53.81365","-2.14646","IO83WT","","Lancashire","BB10 3RB","","","🗺️"
"UKBOTA","223","B/G-2373","River Colne Pillbox","WW2 Pillbox","51.64002","-0.40962","IO91TP","","Hertfordshire","WD18 9QA","","","🗺️"
"UKBOTA","223","B/G-2374","RAF Ridgewell Bomb Store","Bomb Store","52.05589","0.56099","JO02GB","","Essex","CO10 8FP","","","🗺️"
"UKBOTA","223","B/G-2375","Tolpits Farm Pillbox","WW2 Pillbox","51.63756","-0.43412","IO91SP","","Hertfordshire","WD18 9JE","","","🗺️"
"UKBOTA","223","B/G-2376","Grand Union Pillbox","WW2 Pillbox","51.63625","-0.45483","IO91SP","","Hertfordshire","WD3 1LR","","","🗺️"
"UKBOTA","223","B/G-2377","Harefield Pillbox (Grand Union)","WW2 Pillbox","51.59060","-0.48677","IO91SO","","Middlesex","UB9 6JG","","","🗺️"
"UKBOTA","223","B/G-2378","Leavesden Pillbox","WW2 Pillbox","51.68782","-0.41512","IO91TQ","","Hertfordshire","WD25 7AF","","","🗺️"
"UKBOTA","223","B/G-2379","Levesden Airfield Ground Defences","WW2 Pillbox","51.68594","-0.43100","IO91SQ","","Hertfordshire","WD4 8QG","","","🗺️"
"UKBOTA","223","B/G-2380","Bernards Heath Shelter Tunnels","WW2 Pillbox","51.76143","-0.32980","IO91US","","Hertfordshire","AL1 4AP","","","🗺️"
"UKBOTA","223","B/G-2381","Fort Halstead bomb chamber","AWRE Bomb Chamber","51.31187","0.14986","JO01BH","","Kent","TN14 7BP","","","🗺️"
"UKBOTA","223","B/G-2382","Dawsmere Beach Defence bunkers","Beach Defences","52.86864","0.15065","JO02BU","","Lincolnshire","PE12 9NN","","","🗺️"
"UKBOTA","223","B/G-2383","Wragby Town Pillbox","WW2Pillbox","53.28706","-0.30303","IO93UG","","Lincolnshire","LN8 5QU","","","🗺️"
"UKBOTA","223","B/G-2384","ROF Chorley (Filling Factory No1)","Munitions Filling Factory","53.67487","-2.65867","IO83QQ","","Lancashire","PR7 7EZ","","","🗺️"
"UKBOTA","223","B/G-2385","Lucas Green LAA Gun Emplacement","LAA Battery","53.68231","-2.63357","IO83QQ","","Lancashire","PR6 7FX","","","🗺️"
"UKBOTA","223","B/G-2386","Horbury Gas Decontamination Centre","WW2 Gas Decontamination Unit","53.66120","-1.55930","IO93FP","","West Riding","WF4 6HH","","","🗺️"
"UKBOTA","223","B/G-2387","Denham Aerodrome blast shelter","WW2 Blast Shelter","51.58711","-0.51035","IO91RO","","Buckinghamshire","UB9 5DE","","","🗺️"
"UKBOTA","223","B/G-2388","Foulness Island magazine","AWRE Magazine","51.58932","0.84989","JO01KO","","Essex","SS3 9XE","","","🗺️"
"UKBOTA","223","B/G-2389","Bletchley Park (Mansion House Air-Raid Shelter)","WW2 Air Raid Shelter","51.99656","-0.74313","IO91PX","","Buckinghamshire","MK3 6EB","","","🗺️"
"UKBOTA","223","B/G-2390","ROF Heapey pillbox","Munitions Depot","53.67799","-2.59101","IO83QQ","","Lancashire","PR6 8TB","","","🗺️"
"UKBOTA","223","B/G-2391","Rishton Pillbox","Pillbox","53.77647","-2.40010","IO83TS","","Lancashire","BB5 5QR","","","🗺️"
"UKBOTA","223","B/G-2392","RAF Fulbeck Defensive Cluster","Defensive Cluster","53.04920","-0.65111","IO93QB","","Lincolnshire","NG32 3JE","","","🗺️"
"UKBOTA","223","B/G-2393","RAF Elsham Wolds Bomb Stores","Bomb Stores","53.61593","-0.41744","IO93SO","","Lincolnshire","DN20 0NU","","","🗺️"
"UKBOTA","223","B/G-2394","RAF Elsham Wolds Defensive Cluster","Defensive Cluster","53.60787","-0.41740","IO93SO","","Lincolnshire","DN20 0SQ","","","🗺️"
"UKBOTA","223","B/G-2395","RAF Elsham Wolds LAA Site","LAA Site","53.60434","-0.41204","IO93TO","","Lincolnshire","DN20 0NX","","","🗺️"
"UKBOTA","223","B/G-2396","RAF Elsham Wold Communal Site Defensive Cluster","Defensive Cluster","53.59924","-0.40974","IO93TO","","Lincolnshire","DN20 0NY","","","🗺️"
"UKBOTA","223","B/G-2397","RAF Siloth Ground Defence Bunker","Ground Defence Bunker Cluster","54.86861","-3.35472","IO84HU","","Cumberland","CA7 4PE","","","🗺️"
"UKBOTA","223","B/G-2398","RAF Dettling Ground Defence","Ground Defence Bunker Cluster","51.30576","0.59820","JO01HH","","Kent","ME14 3HT","","","🗺️"
"UKBOTA","223","B/G-2399","Foulness Island bunker","AWRE Control Bunker","51.58683","0.86715","JO01KO","","Essex","SS3 9XF","","","🗺️"
"UKBOTA","223","B/G-2400","RAF South Cerney Air-raid Shelter Cluster","Air Raid Shelter","51.69096","-1.93158","IO91AQ","","Gloucestershire","GL7 6JE","","","🗺️"
"UKBOTA","223","B/G-2401","RAF South Cerney Pillbox TYPE FW3/22","Pillbox","51.68320","-1.92407","IO91AQ","","Gloucestershire","GL7 5QD","","","🗺️"
"UKBOTA","223","B/G-2402","Sleaford Civil Air Raid Shelter","WW2 Air Raid Shelter","53.00278","-0.40490","IO93TA","","Lincolnshire","NG34 7EJ","","","🗺️"
"UKBOTA","223","B/G-2403","Donnington High Bridge Pillbox","WW2 Pillbox","52.90586","-0.25603","IO92UV","","Lincolnshire","NG34 0JU","","","🗺️"
"UKBOTA","223","B/G-2404","Helpringham Auxilary Unit Operational Base","Auxilary Unit (Resistance) Base","52.93469","-0.31717","IO92UW","","Lincolnshire","NG34 0FG","","","🗺️"
"UKBOTA","223","B/G-2405","Swineshead Bridge Auxilary Unit Operational Base","Auxilary Unit (Resistance) Base","52.96642","-0.21170","IO92VX","","Lincolnshire","PE20 3QA","","","🗺️"
"UKBOTA","223","B/G-2406","New Hammond Beck Auxilary Unit Operational Base","Auxilary Unit (Resistance) Base","52.96570","-0.10750","IO92WX","","Lincolnshire","PE20 1SQ","","","🗺️"
"UKBOTA","223","B/G-2407","Quadring Auxilary Unit Operational Base","Auxilary Unit (Resistance) Base","52.88439","-0.13928","IO92WV","","Lincolnshire","PE11 4QB","","","🗺️"
"UKBOTA","223","B/G-2408","Kirton Auxiliary Unit Operational Base","Auxilary Unit (Resistance) Base","52.91761","-0.07984","IO92XW","","Lincolnshire","PE20 2HT","","","🗺️"
"UKBOTA","223","B/G-2409","Emley Bombing Decoy site","Civil Bombing Decoy","53.62000","-1.61000","IO93EO","","West Riding","HD8 9QX","","","🗺️"
"UKBOTA","223","B/G-2410","Little Heath chemical bunker","Chemical Filling Station","52.36808","0.71959","JO02II","","Suffolk","IP24 2SY","","","🗺️"
"UKBOTA","223","B/G-2411","Heavy Anti Aircraft Battery Leeds H29","HAA Battery","53.62960","-1.50549","IO93FP","","West Riding","WF2 7SR","","","🗺️"
"UKBOTA","223","B/G-2412","Heavy Anti Aircraft Battery Leeds H13","HAA Battery","53.64961","-1.63380","IO93EP","","West Riding","WF4 4BL","","","🗺️"
"UKBOTA","223","B/G-2413","Heavy Anti Aircraft Battery Leeds H31","HAA Battery","53.57340","-1.82445","IO93CN","","West Riding","HD9 2LS","","","🗺️"
"UKBOTA","223","B/G-2414","Siloth Ammo Bunker","WW2 Storage bunker","54.88222","-3.36417","IO84HV","","Cumberland","CA7 4QJ","","","🗺️"
"UKBOTA","223","B/G-2415","Siloth Pillbox","WW2 ground defences","54.86861","-3.35472","IO84HU","","Cumberland","CA7 4PE","","","🗺️"
"UKBOTA","223","B/G-2416","Pilling Beach Defence Battery Cluster","Beach Defence Battery","53.94151","-2.94103","IO83MW","","Lancashire","PR3 6HQ","","","🗺️"
"UKBOTA","223","B/G-2418","RAF Tibenham bomb dump","Bomb Dump","52.45902","1.14955","JO02NL","","Norfolk","NR16 1NU","","","🗺️"
"UKBOTA","223","B/G-2419","Lords Bridge chemical bunker","Chemical Filling Station","52.16442","0.03074","JO02AD","","Cambridgeshire","CB23 1EX","","","🗺️"
"UKBOTA","223","B/G-2420","Cricklade Pillbox Type FW3/28A","WW2 Ground Defence","51.64589","-1.82760","IO91CP","","Wiltshire","SN6 6LP","","","🗺️"
"UKBOTA","223","B/G-2421","Lords Bridge Bomb Store","Bomb Store","52.16590","0.03684","JO02AD","","Cambridgeshire","CB23 1EX","","","🗺️"
"UKBOTA","223","B/G-2422","Hadley Ammunition Store","Former NATO Ammunition Store","52.04933","0.95466","JO02LB","","Suffolk","IP7 6LB","","","🗺️"
"UKBOTA","223","B/G-2423","Farleigh Down tunnels","Ammunition Tunnels","51.40530","-2.29014","IO81UJ","","Wiltshire","BA1 7LP","","","🗺️"
"UKBOTA","223","B/G-2424","Ditton Priors RN bunker","RN Armament Depot","52.49276","-2.56303","IO82RL","","Shropshire","WV16 6TD","","","🗺️"
"UKBOTA","223","B/G-2425","Gaydon Cold War Bomb Store","Cold War Bomb Store","52.18684","-1.53475","IO92FE","","Warwickshire","CV35 9BZ","","","🗺️"
"UKBOTA","223","B/G-2426","Swynnerton Royal Ordnance","Filling Factory","52.89941","-2.22785","IO82VV","","Staffordshire","ST15 0QU","","","🗺️"
"UKBOTA","223","B/G-2427","RAF Spadeadam test sands bunker","ICBM Test Stands","55.06194","-2.59474","IO85QB","","Cumberland","CA8 7AZ","","","🗺️"
"UKBOTA","223","B/G-2428","RAF Westcott bunker","Rocket Propulsion Labs (Former)","51.84723","-0.97105","IO91MU","","Buckinghamshire","HP18 0XB","","","🗺️"
"UKBOTA","223","B/G-2429","RAF Bungay bomb dump","Bomb Dump","52.42289","1.42572","JO02RK","","Suffolk","NR35 1NJ","","","🗺️"
"UKBOTA","223","B/G-2430","BBC Ottringham bunker","BBC Bunker","53.69854","-0.06910","IO93XQ","","East Riding","HU12 0AD","","","🗺️"
"UKBOTA","223","B/G-2431","BBC Brinklow Heath bunker","BBC Transmitter Bunker","52.39517","-1.39105","IO92HJ","","Warwickshire","CV8 3GL","","","🗺️"
"UKBOTA","223","B/G-2432","BBC Wood Norton bunker","BBC Bunker","52.12367","-1.97831","IO92AC","","Worcestershire","WR11 4YB","","","🗺️"
"UKBOTA","223","B/G-2433","St Margret's Bay Repeater Station","Telecomms Bunker","51.15001","1.37844","JO01QD","","Kent","CT15 6DQ","","","🗺️"
"UKBOTA","223","B/G-2434","Wentworth GHQ bunker and tunnels","Home Forces GHQ WW2 Bunker & Tunnels","51.39972","-0.58961","IO91QJ","","Surrey","GU25 4LS","","","🗺️"
"UKBOTA","223","B/G-2435","RAF Wendling Bomb Store","Bomb Store","52.69983","0.82690","JO02JQ","","Norfolk","PE32 2FW","","","🗺️"
"UKBOTA","223","B/G-2436","RAF Foulsham Bomb Store","Bomb Store","52.79896","0.99708","JO02LT","","Norfolk","NR20 5TX","","","🗺️"
"UKBOTA","223","B/G-2437","RAF Dunmow Bomb Store","Bomb Store","51.88696","0.32384","JO01DV","","Essex","CM6 2JJ","","","🗺️"
"UKBOTA","223","B/G-2438","RAF Kimbolton Bomb Store","Bomb Store","52.31016","-0.39266","IO92TH","","Huntingdonshire","PE28 0LB","","","🗺️"
"UKBOTA","223","B/G-2439","RAF Shipdam Bomb Store","Bomb Store","52.62471","0.92039","JO02LO","","Norfolk","IP25 7PT","","","🗺️"
"UKBOTA","223","B/G-2440","Needles Radar Station","CH Bunker","50.66161","-1.57529","IO90FP","","Hampshire","PO39 0JH","","","🗺️"
"UKBOTA","223","B/G-2441","Mickleburgh Hill BHQ","Army BHQ","52.94435","1.12414","JO02NW","","Norfolk","NR25 7EG","","","🗺️"
"UKBOTA","223","B/G-2442","Cromer Section Post","Section Post","52.93082","1.28572","JO02PW","","Norfolk","NR27 9BH","","","🗺️"
"UKBOTA","223","B/G-2443","Abby Farm, Bacton, section post","Section Post","52.84553","1.48330","JO02RU","","Norfolk","NR12 0HA","","","🗺️"
"UKBOTA","223","B/G-2444","Happisburgh CHL","Chain Home Low Radar","52.82764","1.51476","JO02ST","","Norfolk","NR12 0RD","","","🗺️"
"UKBOTA","223","B/G-2445","Pakefield Coastal Battery","Coastal Battery","52.45956","1.74093","JO02UL","","Suffolk","NR33 0HT","","","🗺️"
"UKBOTA","223","B/G-2446","Great Yarmouth Coastal Battery","Coastal Battery","52.63050","1.73877","JO02UP","","Norfolk","NR30 4HG","","","🗺️"
"UKBOTA","223","B/G-2447","East Garton Bunker","WW2 Unknown","53.79489","-0.04698","IO93XT","","East Riding","HU11 4QE","","","🗺️"
"UKBOTA","223","B/G-2448","Holme next to sea Bunker","WW2 Unknown","52.97473","0.54776","JO02GX","","Norfolk","PE36 6LQ","","","🗺️"
"UKBOTA","223","B/G-2449","RAF Great Messingham","Bomb Store","52.78544","0.67764","JO02IS","","Norfolk","PE32 2LA","","","🗺️"
"UKBOTA","223","B/G-2450","Barcombe Mills Bunker","WW2 Unknown","50.91539","0.03682","JO00AV","","Sussex","BN8 5BT","","","🗺️"
"UKBOTA","223","B/G-2451","Ryde Coastal Battery","Coastal Battery","50.72618","-1.13066","IO90KR","","Hampshire","PO34 5AR","","","🗺️"
"UKBOTA","223","B/G-2452","Nodes Point Coastal Battery","Coastal Battery","50.70486","-1.10082","IO90KQ","","Hampshire","PO33 1YA","","","🗺️"
"UKBOTA","223","B/G-2453","Culver Down Coastal Battery","Coastal Battery","50.66654","-1.10075","IO90KP","","Hampshire","PO35 5QB","","","🗺️"
"UKBOTA","223","B/G-2454","Culver Down CH Low","CH Low","50.67081","-1.11741","IO90KQ","","Hampshire","PO36 8QY","","","🗺️"
"UKBOTA","223","B/G-2455","Yaverland Fort battery","Coastal Battery","50.66408","-1.13056","IO90KP","","Hampshire","PO36 8QP","","","🗺️"
"UKBOTA","223","B/G-2456","Brighstone Sect Post / CP","CP & Sect Post Cluster","50.63675","-1.40990","IO90HP","","Hampshire","PO30 4EY","","","🗺️"
"UKBOTA","223","B/G-2457","Fort Warden Coastal Battery","Coastal Battery","50.68697","-1.54193","IO90FQ","","Hampshire","PO39 0FD","","","🗺️"
