"UKBOTA Reference","Bunker Name","Type","Area","Latitude","Longitude","OSGR","WAB","Nearest Postcode","Maidenhead"
"B/G-0715","ROC Post Chilton Polden","ROC Bunker","Somerset","51.139496","-2.878303","ST 3865 3817","ST33","TA7 9AN","IO81ND"
"B/G-0716","ROC Post Clevedon","ROC Bunker","Somerset","51.443428","-2.853763","ST 4076 7195","ST47","BS21 7HN","IO81NK"
"B/G-0717","ROC Post Langport","ROC Bunker","Somerset","51.052066","-2.832563","ST 4174 2841","ST42","TA10 0QG","IO81OB"
"B/G-0718","ROC Post Crewkerne","ROC Bunker","Dorset","50.860846","-2.812669","ST 4290 0713","ST40","TA18 8PL","IO80OU"
"B/G-0719","ROC Post Portishead","ROC Bunker","Somerset","51.478903","-2.795818","ST 4483 7585","ST47","BS20 8DF","IO81OL"
"B/G-0720","ROC Post Stoke-under-Ham also known as Hamhill","ROC Bunker","Somerset","50.952396","-2.744364","ST 4781 1726","ST41","TA14 6PT","IO80PW"
"B/G-0721","ROC Post Glastonbury","ROC Bunker","Somerset","51.140353","-2.727372","ST 4921 3815","ST43","BA6 8AB","IO81PD"
"B/G-0722","ROC Post Westbury-sub-Mendip","ROC Bunker","Somerset","51.254162","-2.717704","ST 5001 5080","ST55","BA5 1JH","IO81PG"
"B/G-0723","ROC Post Long Ashton","ROC Bunker","Somerset","51.421457","-2.664234","ST 5391 6937","ST56","BS48 3EG","IO81QK"
"B/G-0724","ROC Post West Harptree","ROC Bunker","Somerset","51.302282","-2.654191","ST 5449 5611","ST55","BS40 6EJ","IO81QH"
"B/G-0725","ROC Post Marston Magna","ROC Bunker","Somerset","51.027217","-2.585716","ST 5902 2548","ST52","BA22 7PH","IO81QA"
"B/G-0726","ROC Post Shepton Mallett","ROC Bunker","Somerset","51.182688","-2.568227","ST 6038 4276","ST64","BA4 4FJ","IO81RE"
"B/G-0727","ROC Post Clutton Master Post","ROC Bunker","Somerset","51.338137","-2.514448","ST 6426 6002","ST66","BA2 0HL","IO81RI"
"B/G-0728","ROC Post Keynsham","ROC Bunker","Somerset","51.390799","-2.479253","ST 6675 6586","ST66","BS31 2TD","IO81SJ"
"B/G-0729","ROC Post Bruton","ROC Bunker","Somerset","51.108288","-2.452898","ST 6839 3443","ST63","BA10 0NS","IO81SC"
"B/G-0730","ROC Post Radstock","ROC Bunker","Somerset","51.287429","-2.447489","ST 6889 5435","ST65","BA3 3QJ","IO81SG"
"B/G-0731","ROC Post Templecombe","ROC Bunker","Somerset","50.99328","-2.428266","ST 7004 2163","ST72","BA8 0PG","IO80SX"
"B/G-0732","ROC Post Frome","ROC Bunker","Somerset","51.23555","-2.339129","ST 7642 4854","ST74","BA11 3ND","IO81TF"
"B/G-0735","ROC Post Silverdale","ROC Bunker","Staffordshire","53.026442","-2.278618","SJ 8141 4772","SJ84","ST7 8BS","IO83UA"
"B/G-0736","ROC Post Standon","ROC Bunker","Staffordshire","52.906721","-2.27205","SJ 8180 3440","SJ83","ST21 6QS","IO82UV"
"B/G-0737","ROC Post Gnosall","ROC Bunker","Staffordshire","52.786968","-2.236457","SJ 8415 2107","SJ82","ST20 0LU","IO82VS"
"B/G-0738","ROC Post Endon","ROC Bunker","Staffordshire","53.084847","-2.138656","SJ 9081 5419","SJ95","ST6 8SZ","IO83WC"
"B/G-0739","ROC Post Longton - Staffordshire","ROC Bunker","Staffordshire","52.997777","-2.105746","SJ 9300 4450","SJ94","ST3 5HJ","IO82WX"
"B/G-0740","ROC Post Rushton Spencer","ROC Bunker","Staffordshire","53.165435","-2.090603","SJ 9404 6315","SJ96","SK11 0RR","IO83WD"
"B/G-0741","ROC Post Cheslyn Hay","ROC Bunker","Staffordshire","52.6706","-2.047279","SJ 9690 0810","SJ90","WS11 0LT","IO82XQ"
"B/G-0742","ROC Post Weston-on-Trent","ROC Bunker","Staffordshire","52.848598","-2.02921","SJ 9813 2790","SJ92","ST18 0HP","IO82XU"
"B/G-0743","ROC Post Walsall","ROC Bunker","West Midlands","52.598688","-2.027565","SJ 9823 0010","SJ90","WV12 4BD","IO82XO"
"B/G-0744","ROC Post Ipstones","ROC Bunker","Staffordshire","53.048341","-1.977285","SK 0162 5012","SK05","ST10 2JY","IO93AB"
"B/G-0745","ROC Post Rugeley","ROC Bunker","Staffordshire","52.766315","-1.910442","SK 0614 1875","SK01","WS15 3HJ","IO92BS"
"B/G-0746","ROC Post Shenstone","ROC Bunker","Staffordshire","52.644959","-1.831176","SK 1152 0526","SK10","WS14 0DW","IO92CP"
"B/G-0747","ROC Post Hoar Cross","ROC Bunker","Staffordshire","52.805443","-1.787835","SK 1440 2312","SK12","DE13 8RQ","IO92CT"
"B/G-0748","ROC Post Harlaston (Staffs)","ROC Bunker","Staffordshire","52.68536","-1.7109","SK 1964 0978","SK10","B79 9BL","IO92DQ"
"B/G-0749","ROC Post Polesworth","ROC Bunker","Staffordshire","52.617027","-1.641045","SK 2440 0220","SK20","B77 4PR","IO92EO"
"B/G-0750","ROC Post Bobbington","ROC Bunker","Staffordshire","52.516555","-2.27862","SO 8119 9100","SO89","DY7 5DX","IO82UM"
"B/G-0751","ROC Post Brierley Hill","ROC Bunker","West Midlands","52.504052","-2.124738","SO 9163 8958","SO98","DY5 4JH","IO82WM"
"B/G-0752","ROC Post Hopton","ROC Bunker","Suffolk","52.529675","1.73916","TM 5371 9899","TM59","NR32 5LG","JO02UM"
"B/G-0753","ROC Post Haverhill","ROC Bunker","Suffolk","52.08867","0.445465","TL 6764 4619","TL64","CB9 0AA","JO02FC"
"B/G-0754","ROC Post Isleham","ROC Bunker","Suffolk","52.350877","0.480475","TL 6904 7543","TL67","IP28 8WL","JO02FI"
"B/G-0755","ROC Post Cheveley","ROC Bunker","Suffolk","52.23457","0.477938","TL 6931 6249","TL66","CB8 9FA","JO02FF"
"B/G-0756","ROC Post Kentford","ROC Bunker","Suffolk","52.260026","0.511597","TL 7151 6540","TL76","CB8 8RP","JO02GG"
"B/G-0757","ROC Post Lakenheath","ROC Bunker","Suffolk","52.414236","0.537265","TL 7266 8261","TL78","IP27 9EY","JO02GJ"
"B/G-0758","ROC Post Wickhambrook","ROC Bunker","Suffolk","52.157608","0.557292","TL 7503 5412","TL75","CB8 8YJ","JO02GD"
"B/G-0759","ROC Post Bury St. Edmunds","ROC Bunker","Suffolk","52.229838","0.678017","TL 8299 6245","TL86","IP29 5PJ","JO02IF"
"B/G-0760","ROC Post Hartest","ROC Bunker","Suffolk","52.137827","0.686522","TL 8395 5224","TL85","IP29 4ET","JO02ID"
"B/G-0761","ROC Post Culford","ROC Bunker","Suffolk","52.304518","0.711716","TL 8498 7084","TL87","IP31 1NW","JO02IH"
"B/G-0762","ROC Post Sudbury","ROC Bunker","Suffolk","52.057329","0.749379","TL 8859 4345","TL84","CO10 0UA","JO02IB"
"B/G-0763","ROC Post Lavenham","ROC Bunker","Suffolk","52.102768","0.79803","TL 9173 4863","TL94","CO10 9TQ","JO02JC"
"B/G-0764","ROC Post Beyton","ROC Bunker","Suffolk","52.228423","0.842248","TL 9421 6272","TL96","IP30 9AQ","JO02KF"
"B/G-0765","ROC Post Honington - Suffolk","ROC Bunker","Suffolk","52.319658","0.855285","TL 9470 7290","TL97","IP31 1BD","JO02KH"
"B/G-0766","ROC Post Hadleigh","ROC Bunker","Suffolk","52.043529","0.965989","TM 0350 4250","TM04","IP7 5SX","JO02LB"
"B/G-0767","ROC Post Coombes","ROC Bunker","Suffolk","52.173593","0.986633","TM 0432 5702","TM05","IP14 2EJ","JO02LE"
"B/G-0768","ROC Post Botesdale","ROC Bunker","Suffolk","52.328162","1.012452","TM 0537 7428","TM07","IP22 1LH","JO02MH"
"B/G-0769","ROC Post Bacton","ROC Bunker","Suffolk","52.25943","1.020393","TM 0623 6666","TM06","IP14 4HP","JO02MG"
"B/G-0770","ROC Post Claydon","ROC Bunker","Suffolk","52.101633","1.115595","TM 1348 4939","TM14","IP6 0DW","JO02NC"
"B/G-0771","ROC Post Crowfield","ROC Bunker","Suffolk","52.161113","1.154994","TM 1589 5612","TM15","IP6 9TS","JO02ND"
"B/G-0772","ROC Post Debenham","ROC Bunker","Suffolk","52.231437","1.175362","TM 1694 6400","TM16","IP14 6PP","JO02OF"
"B/G-0773","ROC Post Woolverstone","ROC Bunker","Suffolk","51.990935","1.195456","TM 1949 3732","TM13","IP9 1HN","JO01OX"
"B/G-0774","ROC Post Grundisburgh","ROC Bunker","Suffolk","52.115629","1.256529","TM 2306 5137","TM25","IP13 6PX","JO02PC"
"B/G-0775","ROC Post Stradbroke","ROC Bunker","Suffolk","52.31978","1.282957","TM 2384 7415","TM27","IP21 5HY","JO02PH"
"B/G-0776","ROC Post Felixstowe","ROC Bunker","Suffolk","51.949185","1.335419","TM 2931 3311","TM23","IP11 2EF","JO01QW"
"B/G-0777","ROC Post Wickham Market","ROC Bunker","Suffolk","52.145408","1.368203","TM 3055 5503","TM35","IP13 0NH","JO02QD"
"B/G-0778","ROC Post Badingham","ROC Bunker","Suffolk","52.258944","1.395421","TM 3182 6774","TM36","IP13 8NB","JO02QG"
"B/G-0779","ROC Post Bungay","ROC Bunker","Suffolk","52.427175","1.412761","TM 3212 8650","TM38","NR35 1NL","JO02QK"
"B/G-0780","ROC Post Alderton","ROC Bunker","Suffolk","52.016745","1.419602","TM 3474 4089","TM34","IP12 3FF","JO02RA"
"B/G-0781","ROC Post Saxmundham","ROC Bunker","Suffolk","52.21674","1.500707","TM 3923 6339","TM36","IP17 1FT","JO02SF"
"B/G-0782","ROC Post Halesworth","ROC Bunker","Suffolk","52.354905","1.524553","TM 4011 7883","TM47","IP19 8NJ","JO02SI"
"B/G-0783","ROC Post Orford","ROC Bunker","Suffolk","52.089328","1.517437","TM 4106 4928","TM44","IP12 2BU","JO02SC"
"B/G-0784","ROC Post Westleton","ROC Bunker","Suffolk","52.265762","1.581536","TM 4448 6911","TM46","IP17 3AX","JO02SG"
"B/G-0785","ROC Post Barnby","ROC Bunker","Suffolk","52.432934","1.621136","TM 4625 8783","TM48","NR34 7XE","JO02TK"
"B/G-0786","ROC Post Aldeburgh","ROC Bunker","Suffolk","52.18891","1.621011","TM 476 607","TM46","P16 4UB","JO02TE"
"B/G-0787","ROC Post Southwold","ROC Bunker","Suffolk","52.338402","1.687851","TM 5132 7755","TM57","IP18 6SU","JO02UI"
"B/G-0788","ROC Post Kessingland","ROC Bunker","Suffolk","52.395942","1.714561","TM 5281 8404","TM58","NR34 7LN","JO02UJ"
"B/G-0789","ROC Post Pakefield","ROC Bunker","Suffolk","52.432282","1.728804","TM 5357 8813","TM58","NR33 7PQ","JO02UK"
"B/G-0790","ROC Post Lowestoft","ROC Bunker","Suffolk","52.501304","1.750567","TM 5465 9588","TM59","NR32 4LD","JO02VM"
"B/G-0791","ROC Post Farnham","ROC Bunker","Surrey","51.237829","-0.802148","SU 8372 4942","SU84","GU9 0EQ","IO91OF"
"B/G-0792","ROC Post Camberley","ROC Bunker","Surrey","51.32426","-0.694269","SU 9108 5916","SU95","GU15 1QL","IO91PH"
"B/G-0793","ROC Post Milford","ROC Bunker","Surrey","51.179301","-0.646578","SU 9470 4310","SU94","GU8 5EP","IO91QE"
"B/G-0794","ROC Post Wormley","ROC Bunker","Surrey","51.103313","-0.646512","SU 9486 3465","SU93","GU8 4SJ","IO91QC"
"B/G-0795","ROC Post Hog's Back","ROC Bunker","Surrey","51.228272","-0.60504","SU 9750 4860","SU94","GU2 7RW","IO91QF"
"B/G-0796","ROC Post Cranleigh","ROC Bunker","Surrey","51.112458","-0.546813","TQ 0182 3580","TQ03","GU8 4NP","IO91RC"
"B/G-0797","ROC Post Clandon","ROC Bunker","Surrey","51.245869","-0.493899","TQ 0522 5071","TQ05","GU4 8SG","IO91SF"
"B/G-0798","ROC Post Weybridge","ROC Bunker","Surrey","51.382938","-0.447586","TQ 0813 6602","TQ06","KT13 8LY","IO91SJ"
"B/G-0799","ROC Post Oxshott","ROC Bunker","Surrey","51.348229","-0.355421","TQ 1463 6230","TQ16","KT22 0PR","IO91TI"
"B/G-0800","ROC Post Holmwood","ROC Bunker","Surrey","51.196708","-0.324038","TQ 1720 4550","TQ14","RH5 4NR","IO91UE"
"B/G-0801","ROC Post Headley","ROC Bunker","Surrey","51.272605","-0.274398","TQ 2047 5402","TQ25","KT18 6NJ","IO91UG"
"B/G-0802","ROC Post Mortlake","ROC Bunker","Greater London","51.45887","-0.25817","TQ 2111 7476","TQ27","SW14 8RE","IO91UL"
"B/G-0803","ROC Post New Malden","ROC Bunker","Greater London","51.413101","-0.258328","TQ 2122 6967","TQ26","KT3 4SB","IO91UJ"
"B/G-0804","ROC Post Wallington","ROC Bunker","Greater London","51.343679","-0.152697","TQ 2876 6213","TQ26","SM6 0SR","IO91WI"
"B/G-0805","ROC Post Redhill","ROC Bunker","Surrey","51.21591","-0.148222","TQ 2943 4793","TQ24","RH1 5JX","IO91WF"
"B/G-0806","ROC Post Compton","ROC Bunker","West Sussex","50.928631","-0.870867","SU 7945 1496","SU71","PO18 9NL","IO90NW"
"B/G-0807","ROC Post Rogate","ROC Bunker","West Sussex","51.004536","-0.853062","SU 8057 2342","SU82","GU31 5BF","IO91NA"
"B/G-0808","ROC Post Chichester","ROC Bunker","West Sussex","50.818118","-0.808374","SU 8404 0274","SU80","PO20 7DS","IO90OT"
"B/G-0809","ROC Post Midhurst","ROC Bunker","West Sussex","50.969502","-0.768473","SU 8657 1962","SU81","GU29 0NB","IO90OX"
"B/G-0810","ROC Post Singleton","ROC Bunker","West Sussex","50.906432","-0.748661","SU 8808 1263","SU81","PO18 0GW","IO90PV"
"B/G-0811","ROC Post Pagham","ROC Bunker","West Sussex","50.795738","-0.732747","SU 8941 0034","SU80","PO20 1LN","IO90PT"
"B/G-0812","ROC Post Fernhurst","ROC Bunker","West Sussex","51.047643","-0.717754","SU 8998 2837","SU82","GU27 3HY","IO91PB"
"B/G-0813","ROC Post Petworth","ROC Bunker","West Sussex","50.934751","-0.635472","SU 9598 1592","SU91","GU28 0LT","IO90QW"
"B/G-0814","ROC Post Littlehampton","ROC Bunker","West Sussex","50.82042","-0.587556","SU 9959 0327","SU90","BN18 0XL","IO90QT"
"B/G-0815","ROC Post Selsey","ROC Bunker","West Sussex","50.746881","-0.798418","SZ 8487 9483","SZ89","PO20 9DR","IO90OR"
"B/G-0816","ROC Post Pulborough","ROC Bunker","West Sussex","50.96528","-0.485758","TQ 0643 1952","TQ01","RH20 2HZ","IO90SX"
"B/G-0817","ROC Post Billingshurst","ROC Bunker","West Sussex","51.021397","-0.438019","TQ 0965 2583","TQ02","RH14 9FB","IO91SA"
"B/G-0818","ROC Post Lancing","ROC Bunker","West Sussex","50.819562","-0.338143","TQ 1716 0354","TQ10","BN15 8RX","IO90TT"
"B/G-0819","ROC Post Steyning","ROC Bunker","West Sussex","50.880461","-0.332851","TQ 1738 1032","TQ11","BN44 3PD","IO90UV"
"B/G-0820","ROC Post Horsham","ROC Bunker","West Sussex","51.055364","-0.319443","TQ 1788 2979","TQ12","RH13 6HE","IO91UB"
"B/G-0821","ROC Post Henfield","ROC Bunker","West Sussex","50.932654","-0.261109","TQ 2229 1624","TQ21","BN5 9HS","IO90UW"
"B/G-0822","ROC Post Southwick","ROC Bunker","East Sussex","50.850318","-0.239879","TQ 2400 0712","TQ20","BN41 2RP","IO90VU"
"B/G-0823","ROC Post Crawley","ROC Bunker","West Sussex","51.14505","-0.200384","TQ 2598 3996","TQ23","RH11 0QA","IO91VD"
"B/G-0824","ROC Post Cuckfield","ROC Bunker","West Sussex","51.004101","-0.141132","TQ 3052 2439","TQ32","RH17 5JZ","IO91WA"
"B/G-0825","ROC Post Ditchling","ROC Bunker","East Sussex","50.924866","-0.118395","TQ 3234 1562","TQ31","BN6 8SS","IO90WW"
"B/G-0826","ROC Post Brighton","ROC Bunker","East Sussex","50.824865","-0.113189","TQ 3299 0451","TQ30","BN2 0FR","IO90WT"
"B/G-0827","ROC Post West Hoathly","ROC Bunker","West Sussex","51.076268","-0.055299","TQ 3633 3257","TQ33","RH19 4PW","IO91XB"
"B/G-0828","ROC Post Lewes","ROC Bunker","East Sussex","50.884045","-0.02109","TQ 3930 1126","TQ31","BN7 1UR","IO90XV"
"B/G-0829","ROC Post Peacehaven","ROC Bunker","East Sussex","50.787907","0.005068","TQ 4143 0062","TQ40","BN10 8ND","JO00AS"
"B/G-0830","ROC Post Newick","ROC Bunker","East Sussex","50.986297","0.021156","TQ 4196 2271","TQ42","TN22 3PY","JO00AX"
"B/G-0831","ROC Post Newhaven","ROC Bunker","East Sussex","50.782045","0.047376","TQ 4443 0005","TQ40","BN9 9HD","JO00AS"
"B/G-0832","ROC Post Hartfield","ROC Bunker","East Sussex","51.090844","0.110252","TQ 4788 3451","TQ43","TN7 4HA","JO01BC"
"B/G-0833","ROC Post Crowborough","ROC Bunker","East Sussex","51.044874","0.145541","TQ 5050 2947","TQ52","TN6 1UD","JO01BB"
"B/G-0834","ROC Post Framfield","ROC Bunker","East Sussex","50.962977","0.148601","TQ 5098 2037","TQ52","TN22 5RP","JO00BX"
"B/G-0835","ROC Post Chiddingly","ROC Bunker","East Sussex","50.899024","0.202117","TQ 5495 1337","TQ51","BN8 6HL","JO00CV"
"B/G-0836","ROC Post Rotherfield","ROC Bunker","East Sussex","51.017866","0.266061","TQ 5904 2672","TQ52","TN20 6BD","JO01DA"
"B/G-0837","ROC Post Frant","ROC Bunker","East Sussex","51.099173","0.270463","TQ 5907 3577","TQ53","TN3 9DG","JO01DC"
"B/G-0838","ROC Post Rushlake Green","ROC Bunker","East Sussex","50.964459","0.2975","TQ 6143 2085","TQ62","TN21 9DB","JO00DX"
"B/G-0839","ROC Post Herstmonceux","ROC Bunker","East Sussex","50.883265","0.301038","TQ 6196 1183","TQ61","BN27 1PX","JO00DV"
"B/G-0840","ROC Post Pevensey","ROC Bunker","East Sussex","50.800941","0.334175","TQ 6458 0275","TQ60","BN23 5BA","JO00ET"
"B/G-0841","ROC Post Ticehurst","ROC Bunker","East Sussex","51.031873","0.389121","TQ 6762 2855","TQ62","TN5 7DT","JO01EA"
"B/G-0842","ROC Post Ninfield","ROC Bunker","East Sussex","50.889498","0.415385","TQ 6998 1278","TQ61","TN33 9LQ","JO00EV"
"B/G-0843","ROC Post Robertsbridge","ROC Bunker","East Sussex","51.004832","0.482526","TQ 7427 2576","TQ72","TN19 7QD","JO01FA"
"B/G-0844","ROC Post Cooden","ROC Bunker","East Sussex","50.841993","0.49731","TQ 7592 0769","TQ70","TN40 1TT","JO00FU"
"B/G-0845","ROC Post Sedlescombe","ROC Bunker","East Sussex","50.939053","0.534252","TQ 7815 1857","TQ71","TN33 0QL","JO00GW"
"B/G-0846","ROC Post Northiam","ROC Bunker","East Sussex","50.998785","0.599223","TQ 8248 2537","TQ82","TN31 6GB","JO00HX"
"B/G-0847","ROC Post Fairlight","ROC Bunker","East Sussex","50.870418","0.644097","TQ 8614 1121","TQ81","TN35 4AD","JO00HU"
"B/G-0848","ROC Post Rye Harbour","ROC Bunker","East Sussex","50.94479","0.711244","TQ 9056 1965","TQ91","TN31 6AA","JO00IW"
"B/G-0849","ROC Post Cuckmere Haven","ROC Bunker","East Sussex","50.765348","0.121098","TV 4968 9834","TV49","BN25 4JH","JO00BS"
"B/G-0850","ROC Post Erdington","ROC Bunker","West Midlands","52.523084","-1.851098","SP 1020 9170","SP19","B23 6GN","IO92BM"
"B/G-0851","ROC Post Bidford-on-Avon","ROC Bunker","Warwickshire","52.166787","-1.838837","SP 1112 5207","SP15","B50 4LZ","IO92BE"
"B/G-0852","ROC Post Shirley","ROC Bunker","West Midlands","52.387818","-1.81188","SP 1290 7666","SP17","B90 4BH","IO92CJ"
"B/G-0853","ROC Post Henley-in-Arden","ROC Bunker","Warwickshire","52.292547","-1.774456","SP 1548 6607","SP16","B95 5FT","IO92CH"
"B/G-0854","ROC Post Curdworth","ROC Bunker","West Midlands","52.536412","-1.756697","SP 1660 9320","SP19","B76 9QE","IO92CM"
"B/G-0855","ROC Post Alderminster","ROC Bunker","Warwickshire","52.096472","-1.633557","SP 2520 4430","SP24","CV36 4NN","IO92EC"
"B/G-0856","ROC Post Haseley Knob","ROC Bunker","Warwickshire","52.336928","-1.621594","SP 2588 7105","SP27","CV35 7AQ","IO92EI"
"B/G-0857","ROC Post Meriden","ROC Bunker","West Midlands","52.439399","-1.616451","SP 2617 8245","SP28","CV7 7JJ","IO92EK"
"B/G-0858","ROC Post Barford","ROC Bunker","Warwickshire","52.236644","-1.58247","SP 2861 5991","SP25","CV35 8DQ","IO92FF"
"B/G-0859","ROC Post Long Compton","ROC Bunker","Warwickshire","51.976411","-1.569896","SP 2964 3097","SP23","OX7 5QB","IO91FX"
"B/G-0860","ROC Post Harbury","ROC Bunker","Warwickshire","52.234144","-1.474283","SP 3600 5968","SP35","CV33 9NH","IO92GF"
"B/G-0861","ROC Post Edge Hill","ROC Bunker","Warwickshire","52.118979","-1.455192","SP 3740 4688","SP34","OX15 6DG","IO92GC"
"B/G-0862","ROC Post Bedworth","ROC Bunker","Warwickshire","52.467031","-1.443547","SP 3790 8560","SP38","CV2 1NS","IO92GL"
"B/G-0863","ROC Post Wolston","ROC Bunker","Warwickshire","52.368121","-1.385454","SP 4194 7463","SP47","CV8 3GD","IO92HI"
"B/G-0864","ROC Post Napton-on-the-Hill","ROC Bunker","Warwickshire","52.248601","-1.328809","SP 4592 6137","SP46","CV47 8NR","IO92IF"
"B/G-0865","ROC Post Grasmere","ROC Bunker","Cumbria","54.487667","-3.033282","NY 3316 1075","NY31","LA22 9RS","IO84LL"
"B/G-0866","ROC Post Bampton","ROC Bunker","Cumbria","54.550289","-2.742199","NY 5209 1748","NY51","CA10 2RH","IO84PN"
"B/G-0867","ROC Post Tebay","ROC Bunker","Cumbria","54.436013","-2.587964","NY 6196 0467","NY60","CA10 3TL","IO84QK"
"B/G-0868","ROC Post Appleby-in-Westmorland","ROC Bunker","Cumbria","54.574338","-2.505029","NY 6745 2002","NY62","CA16 6SB","IO84RN"
"B/G-0869","ROC Post Kirkby Stephen","ROC Bunker","Northumberland","55.211659","-2.350418","NY 7780 9088","NY79","NE48 1NE","IO85TF"
"B/G-0870","ROC Post Milnthorpe","ROC Bunker","Cumbria","54.217625","-2.791274","SD 4850 8050","SD48","LA7 7AH","IO84OF"
"B/G-0871","ROC Post Kendal","ROC Bunker","Cumbria","54.318122","-2.731709","SD 5250 9164","SD59","LA9 7NR","IO84PH"
"B/G-0872","ROC Post Kirkby Lonsdale","ROC Bunker","Cumbria","54.203217","-2.610867","SD 6025 7878","SD67","LA6 2FQ","IO84QE"
"B/G-0874","ROC Post Mere","ROC Bunker","Wiltshire","51.114487","-2.283098","ST 8028 3506","ST83","BA12 6QQ","IO81UC"
"B/G-0875","ROC Post Bradford-on-Avon","ROC Bunker","Wiltshire","51.350501","-2.254109","ST 8240 6130","ST86","BA15 1RQ","IO81UI"
"B/G-0876","ROC Post Sutton Veney","ROC Bunker","Wiltshire","51.175433","-2.147575","ST 8978 4181","ST84","BA12 7BU","IO81WE"
"B/G-0877","ROC Post Chippenham","ROC Bunker","Wiltshire","51.444654","-2.14168","ST 9025 7175","ST97","SN14 0SD","IO81WK"
"B/G-0878","ROC Post Bratton","ROC Bunker","Wiltshire","51.257926","-2.11531","ST 9205 5098","ST95","BA13 4SH","IO81WG"
"B/G-0879","ROC Post Tisbury","ROC Bunker","Wiltshire","51.057879","-2.086131","ST 9406 2873","ST92","SP3 6NN","IO81WB"
"B/G-0880","ROC Post Malmesbury","ROC Bunker","Wiltshire","51.568083","-2.067185","ST 9544 8547","ST98","SN15 5BJ","IO81XN"
"B/G-0881","ROC Post Kemble","ROC Bunker","Wiltshire","51.666637","-2.048824","ST 9672 9643","ST99","GL7 6AY","IO81XP"
"B/G-0882","ROC Post Wylye","ROC Bunker","Wiltshire","51.131376","-1.991375","SU 0070 3690","SU03","BA12 0RD","IO91AD"
"B/G-0883","ROC Post Broad Chalke","ROC Bunker","Wiltshire","51.02841","-1.960736","SU 0285 2545","SU02","SP5 5HR","IO91AA"
"B/G-0884","ROC Post Devizes","ROC Bunker","Wiltshire","51.340248","-1.954155","SU 0329 6013","SU06","SN10 3HX","IO91AI"
"B/G-0885","ROC Post Shrewton","ROC Bunker","Wiltshire","51.201761","-1.926954","SU 0520 4473","SU04","SP3 4JP","IO91AE"
"B/G-0886","ROC Post Cricklade","ROC Bunker","Wiltshire","51.625154","-1.898398","SU 0713 9182","SU09","SN6 6RB","IO91BP"
"B/G-0887","ROC Post Avebury","ROC Bunker","Wiltshire","51.421898","-1.852108","SU 1038 6922","SU16","SN8 1RD","IO91BK"
"B/G-0888","ROC Post Swindon","ROC Bunker","Wiltshire","51.549636","-1.82862","SU 1198 8343","SU18","SN5 8HW","IO91CN"
"B/G-0889","ROC Post Enford","ROC Bunker","Wiltshire","51.262227","-1.805182","SU 1369 5147","SU15","SN9 6AT","IO91CG"
"B/G-0890","ROC Post Wroughton","ROC Bunker","Wiltshire","51.514251","-1.798058","SU 1411 7950","SU17","SN4 9NU","IO91CM"
